id,name,state,grade,score,size_tier,national_percentile,snapshot_date,days_until_expiry,expiry_status,mdb_id,validator_version,feed_url,top_fix,scorecard_url
l-e-w-i-s-mountain-highway-transit,L.E.W.I.S. Mountain Highway Transit,Washington,F,54.4,small,43,2026-07-04,-1129,stale,567,8.0.1,https://data.trilliumtransit.com/gtfs/lmht-morton-us/lmht-morton-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/l-e-w-i-s-mountain-highway-transit/
l-e-w-i-s-mountain-highway-transit-567,L.E.W.I.S. Mountain Highway Transit,Washington,F,54.4,small,43,2026-07-04,-1129,stale,567,8.0.1,http://data.trilliumtransit.com/gtfs/lmht-morton-us/lmht-morton-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/l-e-w-i-s-mountain-highway-transit-567/
la-junta-transit,Flex,Colorado,D,66.9,small,58,2026-07-04,28,expiring_soon,2170,8.0.1,https://data.trilliumtransit.com/gtfs/lajunta-co-us/lajunta-co-us--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/la-junta-transit/
la-puente-link,La Puente LINK,,F,43.8,small,19,2026-07-04,-1646,stale,,8.0.1,https://data.trilliumtransit.com/gtfs/lapuente-ca-us/lapuente-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/la-puente-link/
la-puente-link-2250,La Puente LINK,California,F,44.2,small,19,2026-07-04,-550,stale,2250,8.0.1,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/lapuente-ca-us/lapuente-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/la-puente-link-2250/
la-puente-link-563,La Puente LINK,California,F,43.8,small,19,2026-07-04,-1646,stale,563,8.0.1,http://data.trilliumtransit.com/gtfs/lapuente-ca-us/lapuente-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/la-puente-link-563/
lady-of-the-lake,Lady of the Lake,Washington,D,67.9,small,58,2026-07-04,65,current,2318,8.0.1,https://data.trilliumtransit.com/gtfs/lakechelan-wa-us/lakechelan-wa-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lady-of-the-lake/
laguna-beach-transit-lbt,Laguna Beach Transit (LBT),,B,81.9,small,86,2026-07-04,172,current,,8.0.1,https://data.trilliumtransit.com/gtfs/lagunabeach-ca-us/lagunabeach-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/laguna-beach-transit-lbt/
laguna-beach-transit-lbt-16,Laguna Beach Transit (LBT),California,B,81.9,small,86,2026-07-04,172,current,16,8.0.1,http://data.trilliumtransit.com/gtfs/lagunabeach-ca-us/lagunabeach-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/laguna-beach-transit-lbt-16/
lake-champlain-ferries,Lake Champlain Ferries,Vermont,C,76.7,small,73,2026-07-04,145,current,547,8.0.1,https://data.trilliumtransit.com/gtfs/lctferries-vt-us/lctferries-vt-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lake-champlain-ferries/
lake-champlain-ferries-547,Lake Champlain Ferries,Vermont,C,76.7,small,73,2026-07-04,145,current,547,8.0.1,http://data.trilliumtransit.com/gtfs/lctferries-vt-us/lctferries-vt-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lake-champlain-ferries-547/
lake-county-connection,Lake County Connection,Florida,F,49.6,medium,33,2026-07-04,-2266,stale,876,8.0.1,http://www.ftis.org/PostFileDownload.aspx?id=160A0,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/lake-county-connection/
lake-county-connection-2255,Lake County Connection,Florida,C,77.4,medium,74,2026-07-04,88,current,2255,8.0.1,https://www.ridelakexpress.com/gtfs/gtfs.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lake-county-connection-2255/
lake-county-senior-center-transportation-program,Flex,Colorado,C,78.4,small,76,2026-07-04,150,current,2291,8.0.1,https://data.trilliumtransit.com/gtfs/lakecounty-co-us/lakecounty-co-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lake-county-senior-center-transportation-program/
lake-transit,Lake Transit Authority (LTA),,C,79.8,medium,80,2026-07-04,180,current,,8.0.1,https://data.trilliumtransit.com/gtfs/laketransit-ca-us/laketransit-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lake-transit/
lake-transit-authority-lta,Lake Transit Authority (LTA),California,C,79.8,medium,80,2026-07-04,180,current,68,8.0.1,http://data.trilliumtransit.com/gtfs/laketransit-ca-us/laketransit-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lake-transit-authority-lta/
lakeland-area-mass-transit,Lakeland Area Mass Transit,Florida,F,24.0,large,3,2026-07-04,-2100,stale,321,8.0.1,https://ftis.org/PostFileDownload.aspx?id=313A0,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/lakeland-area-mass-transit/
lakes-region-explorer,Lakes Region Explorer,Maine,D,62.2,small,52,2026-07-04,1030,current,452,8.0.1,http://trilliumtransit.com/transit_feeds/rtp-me-us/rtp-me-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lakes-region-explorer/
laketran,Laketran,Ohio,C,77.0,medium,73,2026-07-04,85,current,410,8.0.1,https://data.trilliumtransit.com/gtfs/lakecounty-oh-us/lakecounty-oh-us.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/laketran/
laketran-410,Laketran,Ohio,C,77.0,medium,73,2026-07-04,85,current,410,8.0.1,http://data.trilliumtransit.com/gtfs/lakecounty-oh-us/lakecounty-oh-us.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/laketran-410/
lakewood-rides,Flex,Colorado,D,66.9,small,58,2026-07-04,28,expiring_soon,2171,8.0.1,https://data.trilliumtransit.com/gtfs/lakewoodrides-co-us/lakewoodrides-co-us--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/lakewood-rides/
lakexpress,LakeXpress,Florida,F,26.2,small,4,2026-06-27,,unknown,342,8.0.1,https://ftis.org/PostFileDownload.aspx?id=450A0,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/lakexpress/
lane-transit-district-ltd,Lane Transit District (LTD),Oregon,F,39.2,large,13,2026-07-04,-154,lapsed,131,8.0.1,https://www.ltd.org/files/library/ltdgtfs.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/lane-transit-district-ltd/
lassen-rural-bus-lrb,Lassen Rural Bus (LRB),,B,80.5,small,82,2026-07-04,149,current,,8.0.1,https://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lassen-rural-bus-lrb/
lassen-rural-bus-lrb-118,Lassen Rural Bus (LRB),California,B,80.5,small,82,2026-07-04,149,current,118,8.0.1,http://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lassen-rural-bus-lrb-118/
lawndale-beat,Lawndale Beat,,B,82.8,small,88,2026-07-04,120,current,,8.0.1,https://data.trilliumtransit.com/gtfs/cityoflawndale-ca-us/cityoflawndale-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lawndale-beat/
lawndale-beat-36,Lawndale Beat,California,B,82.8,small,88,2026-07-04,120,current,36,8.0.1,http://data.trilliumtransit.com/gtfs/cityoflawndale-ca-us/cityoflawndale-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lawndale-beat-36/
leetran,LeeTran,Florida,D,66.7,large,57,2026-07-04,137,current,324,8.0.1,https://www.leegov.com/leetran/Documents/GTFS.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/leetran/
lehigh-and-northampton-transportation-authority-lanta,Lehigh and Northampton Transportation Authority (LANTA),Pennsylvania,F,14.1,large,0,2026-07-04,-1397,stale,506,8.0.1,https://github.com/LANTA-Transportation-Authority/GTFS-data/raw/master/lanta_gtfs_feed.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/lehigh-and-northampton-transportation-authority-lanta/
leprechaun-lines,Leprechaun Lines,New York,C,70.2,small,62,2026-07-04,180,current,910,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/Leprechaun_Connection.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/leprechaun-lines/
let-er-bus,Let'er Bus,Oregon,C,77.7,small,74,2026-07-04,59,current,590,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/pendleton-or-us/pendleton-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/let-er-bus/
lewis-county-public-transportation,Lewis County Public Transportation,New York,F,48.2,medium,30,2026-07-04,362,current,566,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/Lewis_County.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lewis-county-public-transportation/
lewiston-transit-system-and-asotin-county-public-transportation-benefit-area-ptba,Lewiston Transit System and Asotin County Public Transportation Benefit Area (PTBA),Washington,C,78.7,medium,77,2026-07-04,120,current,2298,8.0.1,https://data.trilliumtransit.com/gtfs/asotincounty-wa-us/asotincounty-wa-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lewiston-transit-system-and-asotin-county-public-transportation-benefit-area-ptba/
lextran,Lextran,Kentucky,F,36.5,medium,10,2026-07-04,-1792,stale,365,8.0.1,https://lextran.com/wp-content/uploads/2021/05/GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/lextran/
lextran-2067,Lextran,Kentucky,C,71.5,medium,63,2026-07-04,42,current,2067,8.0.1,https://mystop.lextran.com/InfoPoint/gtfs-zip.ashx,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lextran-2067/
limoliner,LimoLiner,Massachusetts,F,51.1,small,37,2026-07-04,-2376,stale,438,8.0.1,https://data.trilliumtransit.com/gtfs/limoliner-ma-us/limoliner-ma-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/limoliner/
limoliner-438,LimoLiner,Massachusetts,F,51.1,small,37,2026-07-04,-2376,stale,438,8.0.1,http://data.trilliumtransit.com/gtfs/limoliner-ma-us/limoliner-ma-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/limoliner-438/
lincoln-county-transit-lct,Lincoln County Transit (LCT),Oregon,B,84.8,medium,92,2026-07-04,89,current,23,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/lincolncounty-or-us/lincolncounty-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/lincoln-county-transit-lct/
link-lane,Link Lane,Oregon,B,84.9,small,93,2026-07-04,120,current,932,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/lcog-or-us/lcog-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/link-lane/
link-transit,Link Transit,Washington,C,76.0,medium,72,2026-07-04,184,current,275,8.0.1,https://link.rideralerts.com/InfoPoint/gtfs-zip.ashx,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/link-transit/
link-transit-1971,Link Transit,North Carolina,C,75.6,medium,71,2026-07-04,392,current,1971,8.0.1,https://mylinktransit.org/gtfs,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/link-transit-1971/
linn-shuttle,Linn Shuttle,Oregon,C,79.3,small,78,2026-07-04,120,current,137,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/linnshuttle-or-us/linnshuttle-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/linn-shuttle/
linx-transit-linn-benton-loop-albany-transit-system,"LINX Transit, Linn-Benton Loop, Albany Transit System",Oregon,C,76.7,medium,73,2026-07-04,181,current,135,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/linx-transit-linn-benton-loop-albany-transit-system/
livermore-amador-valley-transit-authority,Livermore Amador Valley Transit Authority,California,F,58.3,medium,48,2026-07-04,-65,lapsed,64,8.0.1,http://webwatch.lavta.org/TMGTFSRealTimeWebService/GTFS-Static/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/livermore-amador-valley-transit-authority/
logan-express,Logan Express,Massachusetts,F,48.4,small,31,2026-07-04,-2010,stale,601,8.0.1,https://data.trilliumtransit.com/gtfs/loganexpress-ma-us/loganexpress-ma-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/logan-express/
