id,name,state,grade,score,size_tier,national_percentile,snapshot_date,days_until_expiry,expiry_status,mdb_id,validator_version,feed_url,top_fix,scorecard_url
hernando-county-transit-thebus-341,Hernando County Transit (TheBus),Florida,F,50.2,medium,35,2026-07-04,-3471,stale,341,8.0.1,http://data.trilliumtransit.com/gtfs/thehernandoexpress-fl-us/thehernandoexpress-fl-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/hernando-county-transit-thebus-341/
hiawathaland-transit,Hiawathaland Transit,,C,76.2,medium,72,2026-07-04,89,current,2859,8.0.1,https://data.trilliumtransit.com/gtfs/threerivers-mn-us/threerivers-mn-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/hiawathaland-transit/
high-desert-point,High Desert Point,Oregon,F,31.3,small,6,2026-07-04,,unknown,636,8.0.1,https://oregon-gtfs.com/gtfs_data/highdesertpoint-or-us/highdesertpoint-or-us.zip,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/high-desert-point/
high-desert-point-636,High Desert Point,Oregon,F,31.3,small,6,2026-07-04,,unknown,636,8.0.1,http://oregon-gtfs.com/gtfs_data/highdesertpoint-or-us/highdesertpoint-or-us.zip,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/high-desert-point-636/
hillsborough-area-regional-transit-hart,Hillsborough Area Regional Transit (HART),Florida,F,57.7,large,48,2026-07-04,42,current,325,8.0.1,http://www.gohart.org/google/google_transit.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/hillsborough-area-regional-transit-hart/
homage-d-arling-direct,Homage: DʼArling Direct,Washington,F,48.8,small,32,2026-07-04,-369,stale,2311,8.0.1,https://data.trilliumtransit.com/gtfs/homage-wa-us/homage-wa-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/homage-d-arling-direct/
home-james,Home James,Colorado,B,83.2,small,89,2026-07-04,138,current,607,8.0.1,https://data.trilliumtransit.com/gtfs/homejames-co-us/homejames-co-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/home-james/
home-james-607,Home James,Colorado,B,83.2,small,89,2026-07-04,138,current,607,8.0.1,http://data.trilliumtransit.com/gtfs/homejames-co-us/homejames-co-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/home-james-607/
hope-college-evening-shuttle,Hope College Evening Shuttle,,B,81.1,small,83,2026-07-04,673,current,3039,8.0.1,https://hope-college-cit.github.io/shuttle/hope-shuttle-gtfs.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/hope-college-evening-shuttle/
hopelink-transportation,Hopelink Transportation,Washington,D,62.2,small,52,2026-07-04,28,expiring_soon,2167,8.0.1,https://data.trilliumtransit.com/gtfs/hopelink-wa-us/hopelink-wa-us--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/hopelink-transportation/
hornell-area-transit,Hornell Area Transit,New York,F,41.1,small,15,2026-07-04,14,expiring_soon,532,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/Hornell_Area_Transit.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/hornell-area-transit/
hudson-link,Hudson Link,New York,B,82.7,small,88,2026-07-04,89,current,2312,8.0.1,https://data.trilliumtransit.com/gtfs/hudsonlink-ny-us/hudsonlink-ny-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/hudson-link/
humboldt-transit-authority,Humboldt Transit Authority,,C,78.2,medium,76,2026-07-04,180,current,,8.0.1,https://data.trilliumtransit.com/gtfs/humboldtcounty-ca-us/humboldtcounty-ca-us.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/humboldt-transit-authority/
humboldt-transit-authority-19,Humboldt Transit Authority,California,B,82.1,medium,86,2026-07-04,180,current,19,8.0.1,http://data.trilliumtransit.com/gtfs/humboldtcounty-ca-us/humboldtcounty-ca-us.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/humboldt-transit-authority-19/
humboldt-transit-authority-3032,Humboldt Transit Authority,California,A,90.7,medium,97,2026-07-04,180,current,3032,8.0.1,https://hta.optibus.co/public_api/v1/feeds/gtfs,Review the rule documentation for 'trip_distance_exceeds_shape_distance_below_threshold' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/humboldt-transit-authority-3032/
huntington-area-rapid-transit-hart,Huntington Area Rapid Transit (HART),New York,C,73.8,large,67,2026-07-04,182,current,905,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/HART_Huntington_Area_Rapid_Transit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/huntington-area-rapid-transit-hart/
huntington-park-express,Huntington Park Express,California,F,44.9,small,21,2026-07-04,-550,stale,558,8.0.1,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/huntingtonpark-ca-us/huntingtonpark-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/huntington-park-express/
huntington-park-express-2648,Huntington Park Express,,F,48.8,small,32,2026-07-04,-34,lapsed,,8.0.1,https://www.hpca.gov/DocumentCenter/View/11702,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/huntington-park-express-2648/
huntsville-shuttle,Huntsville Shuttle,Alabama,F,46.7,medium,26,2026-07-04,-1281,stale,353,8.0.1,http://maps.hsvcity.com/GoogleTransit/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/huntsville-shuttle/
huntsville-shuttle-2081,Huntsville Shuttle,Alabama,C,72.3,medium,64,2026-07-04,180,current,2081,8.0.1,https://maps.huntsvilleal.gov/googletransit/google_transit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/huntsville-shuttle-2081/
hut-airport-shuttle,HUT Airport Shuttle,Oregon,F,31.5,small,6,2026-07-04,,unknown,635,8.0.1,https://oregon-gtfs.com/gtfs_data/hut-or-us/hut-or-us.zip,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/hut-airport-shuttle/
hut-airport-shuttle-635,HUT Airport Shuttle,Oregon,F,31.5,small,6,2026-07-04,,unknown,635,8.0.1,http://oregon-gtfs.com/gtfs_data/hut-or-us/hut-or-us.zip,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/hut-airport-shuttle-635/
hy-line-cruises,Hy-Line Cruises,Massachusetts,B,81.2,small,84,2026-07-04,120,current,427,8.0.1,https://data.trilliumtransit.com/gtfs/hylinecruises-ma-us/hylinecruises-ma-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/hy-line-cruises/
hy-line-cruises-427,Hy-Line Cruises,Massachusetts,B,81.2,small,84,2026-07-04,120,current,427,8.0.1,http://data.trilliumtransit.com/gtfs/hylinecruises-ma-us/hylinecruises-ma-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/hy-line-cruises-427/
i-ride-trolley-i-ride,I-RIDE Trolley (I-RIDE),Florida,D,69.5,medium,61,2026-07-04,8582,current,1143,8.0.1,https://buswhere.com/iridetrolley/gtfs/schedule,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/i-ride-trolley-i-ride/
indian-trails-detroit-ann-arbor-express,"Indian Trails, Detroit Ann Arbor Express",Michigan,F,56.1,medium,45,2026-07-04,-550,stale,384,8.0.1,https://data.trilliumtransit.com/gtfs/indiantrails-mi-us/indiantrails-mi-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/indian-trails-detroit-ann-arbor-express/
indian-trails-detroit-ann-arbor-express-384,"Indian Trails, Detroit Ann Arbor Express",Michigan,F,56.1,medium,45,2026-07-04,-550,stale,384,8.0.1,http://data.trilliumtransit.com/gtfs/indiantrails-mi-us/indiantrails-mi-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/indian-trails-detroit-ann-arbor-express-384/
indygo,IndyGo,Indiana,F,37.4,large,11,2026-07-04,-861,stale,1237,8.0.1,https://transitfeeds.com/p/indygo/210/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/indygo/
inter-island-ferry,Inter-Island Ferry,Alaska,B,84.9,small,93,2026-07-04,58,current,243,8.0.1,https://data.trilliumtransit.com/gtfs/interisland-ak-us/interisland-ak-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/inter-island-ferry/
inter-island-ferry-243,Inter-Island Ferry,Alaska,B,84.9,small,93,2026-07-04,58,current,243,8.0.1,http://data.trilliumtransit.com/gtfs/interisland-ak-us/interisland-ak-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/inter-island-ferry-243/
intercity-transit,Intercity Transit,Washington,B,81.0,large,83,2026-07-04,56,current,266,8.0.1,https://its.rideralerts.com/InfoPoint/gtfs-zip.ashx,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/intercity-transit/
intercity-transit-2289,Intercity Transit,Washington,C,75.5,small,71,2026-07-04,301,current,2289,8.0.1,https://data.trilliumtransit.com/gtfs/intercitytransit-wa-us/intercitytransit-wa-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/intercity-transit-2289/
interurban-trolley,Interurban Trolley,Indiana,B,85.2,medium,93,2026-07-04,180,current,571,8.0.1,http://macog.com/google/google_transit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/interurban-trolley/
iowa-city-transit-system,Iowa City Transit System,Iowa,C,77.4,medium,74,2026-07-04,58,current,559,8.0.1,https://data.trilliumtransit.com/gtfs/iowacitytransit-ia-us/iowacitytransit-ia-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/iowa-city-transit-system/
iowa-city-transit-system-559,Iowa City Transit System,Iowa,C,77.4,medium,74,2026-07-04,58,current,559,8.0.1,http://data.trilliumtransit.com/gtfs/iowacitytransit-ia-us/iowacitytransit-ia-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/iowa-city-transit-system-559/
island-transit,Island Transit,Washington,C,74.7,medium,68,2026-07-04,89,current,280,8.0.1,https://data.trilliumtransit.com/gtfs/islandtransit-wa-us/islandtransit-wa-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/island-transit/
jackson-transit-authority,Jackson Transit Authority,Tennessee,F,59.5,medium,49,2026-07-04,-95,lapsed,2313,8.0.1,https://data.trilliumtransit.com/gtfs/jackson-tn-us/jackson-tn-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jackson-transit-authority/
jamestown-s-klallam,Jamestown S'klallam,Washington,F,55.5,small,44,2026-07-04,-2102,stale,285,8.0.1,https://mjcaction.com/MJC_GTFS_Public/sevencedars_google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jamestown-s-klallam/
jamestown-s-klallam-285,Jamestown S'klallam,Washington,F,55.5,small,44,2026-07-04,-2102,stale,285,8.0.1,http://mjcaction.com/MJC_GTFS_Public/sevencedars_google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jamestown-s-klallam-285/
janesville-transit-system,Janesville Transit System,Wisconsin,B,82.2,medium,87,2026-07-04,159,current,393,8.0.1,https://data.trilliumtransit.com/gtfs/jts-wi-us/jts-wi-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/janesville-transit-system/
janesville-transit-system-2239,Janesville Transit System,Wisconsin,F,52.5,medium,40,2026-07-04,-310,lapsed,2239,8.0.1,https://gtfs.remix.com/Janesville_Transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/janesville-transit-system-2239/
janesville-transit-system-393,Janesville Transit System,Wisconsin,B,82.2,medium,87,2026-07-04,159,current,393,8.0.1,http://data.trilliumtransit.com/gtfs/jts-wi-us/jts-wi-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/janesville-transit-system-393/
jaunt-inc,JAUNT Inc,Virginia,F,26.2,small,4,2026-07-04,,unknown,1324,8.0.1,https://e8vkzj229xs.exactdn.com/wp-content/uploads/2022/04/GTFS-4.11.2022.zip,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/jaunt-inc/
jeffco-express,JeffCo Express,Missouri,F,43.7,small,19,2026-07-04,-1920,stale,189,8.0.1,https://data.trilliumtransit.com/gtfs/jeffersoncounty-mo-us/jeffersoncounty-mo-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jeffco-express/
jeffco-express-189,JeffCo Express,Missouri,F,43.7,small,19,2026-07-04,-1920,stale,189,8.0.1,http://data.trilliumtransit.com/gtfs/jeffersoncounty-mo-us/jeffersoncounty-mo-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jeffco-express-189/
jefferson-transit-authority,Jefferson Transit Authority,Washington,A,98.0,medium,99,2026-07-04,333,current,838,8.0.1,https://mjcaction.com/MJC_GTFS_Public/jefferson_google_transit.zip,"Use mixed case for stop names and headsigns (e.g. 'Main St & 2nd Ave', not 'MAIN ST & 2ND AVE').",https://gtfsscorecard.org/agency/jefferson-transit-authority/
jefferson-transit-authority-838,Jefferson Transit Authority,Washington,A,98.0,medium,99,2026-07-04,333,current,838,8.0.1,http://mjcaction.com/MJC_GTFS_Public/jefferson_google_transit.zip,"Use mixed case for stop names and headsigns (e.g. 'Main St & 2nd Ave', not 'MAIN ST & 2ND AVE').",https://gtfsscorecard.org/agency/jefferson-transit-authority-838/
jfk-airtrain,JFK Airtrain,New York,F,41.8,small,16,2026-07-04,-1646,stale,522,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/Airtrain_JFK.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jfk-airtrain/
johnson-county-transit,Johnson County Transit,Kansas,D,66.4,medium,57,2026-07-04,180,current,2303,8.0.1,https://data.trilliumtransit.com/gtfs/johnsoncounty-ks-us/johnsoncounty-ks-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/johnson-county-transit/
jonesboro-economical-transportation-jet,Jonesboro Economical Transportation (JET),Arkansas,F,44.1,medium,19,2026-07-04,-3107,stale,186,8.0.1,http://www.jonesboro.org/DocumentCenter/View/2432,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jonesboro-economical-transportation-jet/
josephine-county-transit-jct,Josephine County Transit (JCT),Oregon,B,84.9,medium,93,2026-07-04,181,current,121,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/josephinecounty-or-us/josephinecounty-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/josephine-county-transit-jct/
jtran,JTRAN,Mississippi,F,45.4,medium,22,2026-07-04,-1646,stale,155,8.0.1,https://data.trilliumtransit.com/gtfs/jatran-ms-us/jatran-ms-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jtran/
jtran-155,JTRAN,Mississippi,F,45.4,medium,22,2026-07-04,-1646,stale,155,8.0.1,http://data.trilliumtransit.com/gtfs/jatran-ms-us/jatran-ms-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jtran-155/
jump-around-carson,Jump Around Carson,Nevada,F,50.8,medium,36,2026-07-04,-1646,stale,95,8.0.1,http://r.peaktransit.com/res/76/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/jump-around-carson/
kalamazoo-metro-transit,Kalamazoo Metro Transit,Michigan,F,31.8,medium,7,2026-07-04,-1155,stale,401,8.0.1,https://www.kmetro.com/sites/default/files/public/gtfs.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kalamazoo-metro-transit/
kalamazoo-metro-transit-2070,Kalamazoo Metro Transit,Michigan,F,31.4,medium,6,2026-07-04,-671,stale,2070,8.0.1,https://www.kmetro.com/wp-content/uploads/gtfs.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kalamazoo-metro-transit-2070/
kalispel-tribal-transit-kaltran,Kalispel Tribal Transit (KalTran),Washington,F,56.4,small,45,2026-07-04,-763,stale,2314,8.0.1,https://data.trilliumtransit.com/gtfs/kaltran-wa-us/kaltran-wa-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kalispel-tribal-transit-kaltran/
kansas-city-area-transportation-authority-kcata,Kansas City Area Transportation Authority (KCATA),Missouri,F,29.1,large,5,2026-07-04,7,expiring_soon,187,8.0.1,http://www.kc-metro.com/gtf/google_transit.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/kansas-city-area-transportation-authority-kcata/
kayak-transit-ctuir,Kayak Transit (CTUIR),Oregon,F,46.7,medium,26,2026-07-04,-369,stale,272,8.0.1,https://oregon-gtfs.com/gtfs_data/ctuir-or-us/ctuir-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kayak-transit-ctuir/
kayak-transit-ctuir-272,Kayak Transit (CTUIR),Oregon,F,46.7,medium,26,2026-07-04,-369,stale,272,8.0.1,http://oregon-gtfs.com/gtfs_data/ctuir-or-us/ctuir-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kayak-transit-ctuir-272/
keep-tahoe-blue,Emerald Bay Shuttle,California,D,65.1,small,55,2026-07-04,-262,lapsed,2876,8.0.1,https://keeptahoeblue.sharepoint.com/sites/LeaguetoSaveLakeTahoe-CommunityEngagement/_layouts/15/guestaccess.aspx?share=EdcHnLwMfdJLscvyGDDa8FwB_bLXkpj9XIuG5GFiKdlKJw&e=1yNB6c&download=1,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/keep-tahoe-blue/
kern-transit,Kern Transit,,B,83.1,medium,89,2026-07-04,176,current,,8.0.1,https://data.trilliumtransit.com/gtfs/kerncounty-ca-us/kerncounty-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/kern-transit/
kern-transit-47,Kern Transit,California,B,83.1,medium,89,2026-07-04,176,current,47,8.0.1,http://data.trilliumtransit.com/gtfs/kerncounty-ca-us/kerncounty-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/kern-transit-47/
ketchikan-gateway-borough,The Bus,Alaska,B,81.6,medium,85,2026-07-04,361,current,244,8.0.1,https://data.trilliumtransit.com/gtfs/kgb-ak-us/kgb-ak-us.zip,Review the rule documentation for 'invalid_phone_number' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/ketchikan-gateway-borough/
ketchikan-gateway-borough-244,The Bus,Alaska,B,81.6,medium,85,2026-07-04,361,current,244,8.0.1,http://data.trilliumtransit.com/gtfs/kgb-ak-us/kgb-ak-us.zip,Review the rule documentation for 'invalid_phone_number' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/ketchikan-gateway-borough-244/
key-west-transit,Key West Transit,Florida,F,44.7,medium,21,2026-07-04,-537,stale,322,8.0.1,https://data.trilliumtransit.com/gtfs/keywest-fl-us/keywest-fl-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/key-west-transit/
key-west-transit-322,Key West Transit,Florida,F,44.7,medium,21,2026-07-04,-537,stale,322,8.0.1,http://data.trilliumtransit.com/gtfs/keywest-fl-us/keywest-fl-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/key-west-transit-322/
kimball-county-transit-service,Kimball County Transit Service,Nebraska,F,51.9,small,39,2026-07-04,-171,lapsed,2316,8.0.1,https://data.trilliumtransit.com/gtfs/kimballcountytransit-ne-us/kimballcountytransit-ne-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kimball-county-transit-service/
king-county-metro,King County Metro,Washington,B,80.9,large,83,2026-07-04,55,current,1330,8.0.1,https://gtfs.sound.obaweb.org/prod/1_gtfs.zip,Review the rule documentation for 'trip_distance_exceeds_shape_distance_below_threshold' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/king-county-metro/
kingman-area-regional-transit,Kingman Area Regional Transit,Arizona,F,57.2,medium,47,2026-07-04,-185,lapsed,2855,8.0.1,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/5565/KART_AZ_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kingman-area-regional-transit/
kings-area-rural-transit,Kings Area Rural Transit,,F,42.4,medium,17,2026-07-04,-2010,stale,,8.0.1,https://data.trilliumtransit.com/gtfs/kcapta-ca-us/kcapta-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kings-area-rural-transit/
kings-area-rural-transit-2204,Kings Area Rural Transit,California,C,73.5,medium,66,2026-07-04,545,current,2204,8.0.1,http://kart.connexionz.net/rtt/public/utility/gtfs.aspx,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/kings-area-rural-transit-2204/
kings-area-rural-transit-42,Kings Area Rural Transit,California,F,42.4,medium,17,2026-07-04,-2010,stale,42,8.0.1,http://data.trilliumtransit.com/gtfs/kcapta-ca-us/kcapta-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kings-area-rural-transit-42/
kiowa-county-transit,Flex,Colorado,C,72.9,small,65,2026-07-04,150,current,2169,8.0.1,https://data.trilliumtransit.com/gtfs/kiowacounty-co-us/kiowacounty-co-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/kiowa-county-transit/
kiryas-joel-area-transit,Kiryas Joel Area Transit,New York,F,50.7,small,36,2026-07-04,-733,stale,2317,8.0.1,https://data.trilliumtransit.com/gtfs/kiryasjoel-ny-us/kiryasjoel-ny-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/kiryas-joel-area-transit/
kitsap-transit,Kitsap Transit,Washington,C,71.5,large,63,2026-07-04,70,current,1304,8.0.1,http://pride.kitsaptransit.com/gtfs/google_transit.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/kitsap-transit/
klamath-shuttle,Klamath Shuttle,Oregon,F,51.1,small,37,2026-07-04,-1398,stale,560,8.0.1,https://oregon-gtfs.com/gtfs_data/klamathshuttle-or-us/klamathshuttle-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/klamath-shuttle/
klamath-shuttle-crater-lake-trolley,Klamath Shuttle - Crater Lake Trolley,Oregon,F,50.9,small,36,2026-07-04,-2497,stale,124,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/craterlaketrolley-or-us/craterlaketrolley-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/klamath-shuttle-crater-lake-trolley/
knoxville-area-transit-kat,Knoxville Area Transit (KAT),Tennessee,F,56.8,large,47,2026-07-04,26843,current,1121,8.0.1,http://www.knoxvilletn.gov/UserFiles/Servers/Server_109478/File/KAT/gtfs-kat.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/knoxville-area-transit-kat/
ku-on-wheels-lawrence-transit-system,KU on Wheels & Lawrence Transit System,Kansas,F,35.1,medium,9,2026-07-04,-1980,stale,188,8.0.1,https://assets.lawrenceks.org/assets/gis/google-transit/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/ku-on-wheels-lawrence-transit-system/
ku-on-wheels-lawrence-transit-system-2063,KU on Wheels & Lawrence Transit System,Kansas,D,65.6,medium,56,2026-07-04,30,expiring_soon,2063,8.0.1,https://passio3.com/lawrencetransit/passioTransit/gtfs/google_transit.zip,Populate trip_headsign to match what the bus displays.,https://gtfsscorecard.org/agency/ku-on-wheels-lawrence-transit-system-2063/
