id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry
springfield-mass-transit-district-smtd,Springfield Mass Transit District (SMTD),2026-07-06,F,59.8,63.5,0.0,70.2,100.0,-30
springfield-mass-transit-district-smtd-3187,Springfield Mass Transit District (SMTD),2026-07-06,C,74.6,75.5,78.3,70.2,,47
squaxin-island-transit,Squaxin Island Transit,2026-07-06,F,53.8,77.5,0.0,63.8,,-979
squaxin-island-transit-2197,Squaxin Island Transit,2026-07-06,B,83.1,90.0,100.0,60.0,,87
squaxin-island-transit-846,Squaxin Island Transit,2026-07-06,F,53.8,77.5,0.0,63.8,,-979
st-lawrence-county-public-transit,St Lawrence County Public Transit,2026-07-06,F,40.4,66.8,0.0,35.7,,-67
st-lawrence-county-public-transit-2611,St Lawrence County Public Transit,2026-07-06,F,55.5,72.8,50.0,35.7,,30
st-mary-s-transit-system-sts,St. Mary's Transit System (STS),2026-07-06,F,42.6,71.5,0.0,36.3,,-1981
stagecoach-transportation-services-sts,Stagecoach Transportation Services (STS),2026-07-06,F,21.4,15.0,0.0,47.5,,-2378
stagecoach-transportation-services-sts-449,Stagecoach Transportation Services (STS),2026-07-06,F,21.4,15.0,0.0,47.5,,-2378
stanford-marguerite-shuttle-sms,Stanford Marguerite Shuttle (SMS),2026-07-06,A,92.8,83.5,100.0,100.0,,347
stanislaus-regional-transit-authority,Stanislaus Regional Transit Authority,2026-07-06,F,44.4,80.0,0.0,30.0,,-35
stanislaus-regional-transit-authority-stanrta,Stanislaus Regional Transit Authority (StanRTA),2026-07-06,F,42.7,45.5,0.0,37.4,87.2,-857
stanislaus-regional-transit-start,Stanislaus Regional Transit (StaRT),2026-07-06,F,47.6,66.0,0.0,59.9,,-2013
stanislaus-regional-transit-start-2273,Stanislaus Regional Transit (StaRT),2026-07-06,C,75.2,88.0,100.0,37.5,,359
stanislaus-regional-transit-start-87,Stanislaus Regional Transit (StaRT),2026-07-06,F,47.6,66.0,0.0,59.9,,-2013
star-transit,STAR Transit,2026-07-06,B,85.4,84.0,100.0,75.6,,543
star-transit-153,STAR Transit,2026-07-06,B,85.4,84.0,100.0,75.6,,543
star-transit-2444,Flex,2026-07-06,D,66.0,60.0,100.0,47.1,,118
star-transit-819,STAR Transit,2026-07-06,C,78.2,88.0,100.0,47.1,,118
stark-area-regional-transit-authority-sarta,Stark Area Regional Transit Authority (SARTA),2026-07-06,F,29.2,40.0,0.0,37.6,,-968
stark-area-regional-transit-authority-sarta-2001,Stark Area Regional Transit Authority (SARTA),2026-07-06,F,52.6,62.0,55.0,37.5,,33
starmetro,StarMetro,2026-07-06,F,56.8,71.8,0.0,81.4,,-673
starmetro-344,StarMetro,2026-07-06,F,56.8,71.8,0.0,81.4,,-673
startran,StarTran,2026-07-06,F,52.1,65.5,0.0,75.0,,-2013
startran-2269,StarTran,2026-07-06,D,68.2,72.0,100.0,37.5,,543
staten-island-ferry,Staten Island Ferry,2026-06-27,F,26.2,60.0,0.0,0.0,,
steamboat-springs-transit,Flex v2 included,2026-07-06,B,84.0,92.0,100.0,59.9,,144
steel-valley-regional-transit-authority,Steel Valley Regional Transit Authority,2026-07-06,F,45.9,67.5,0.0,52.4,,-187
steuben-area-rides,Steuben Area Rides,2026-07-06,F,18.2,25.5,0.0,22.5,,-2013
steuben-county-transit,Steuben County Transit,2026-07-06,F,26.5,44.5,0.0,22.5,,-187
streamline,Streamline,2026-07-06,B,80.3,83.5,100.0,60.0,,909
streamline-295,Streamline,2026-07-06,B,80.3,83.5,100.0,60.0,,909
suburban-mobility-authority-for-regional-transit-smart,Suburban Mobility Authority for Regional Transit (SMART),2026-07-06,B,85.2,94.5,100.0,60.2,,62
suffolk-county-transit,Suffolk County Transit,2026-07-06,F,32.5,66.0,0.0,37.5,0.0,-187
suffolk-county-transit-3115,Suffolk County Transit,2026-07-06,F,56.7,48.8,85.0,45.0,,26841
sullivan-county-transit,Sullivan County Transit,2026-07-06,F,51.7,53.5,85.0,22.5,,178
summit-stage,Summit Stage,2026-07-06,C,79.6,84.0,100.0,57.1,,131
summit-stage-820,Summit Stage,2026-07-06,C,79.6,84.0,100.0,57.1,,131
sun-metro,Sun Metro,2026-07-06,C,71.3,73.0,100.0,45.9,,159
sunline-transit-agency,SunLine Transit Agency,2026-07-06,F,20.3,9.0,0.0,52.5,,-187
sunset-empire-transportation-district-setd-tillamook-county-transportation-district-columbia-county-rider,"Sunset Empire Transportation District (SETD), Tillamook County Transportation District, Columbia County Rider",2026-07-06,B,82.7,92.0,95.0,59.7,,57
sunshine-bus-company,Sunshine Bus Company,2026-07-06,F,41.2,62.0,0.0,45.0,,-1283
sunshine-bus-company-350,Sunshine Bus Company,2026-07-06,F,41.2,62.0,0.0,45.0,,-1283
suntran,SunTran,2026-07-06,F,47.2,76.0,0.0,44.8,,-415
suntran-2354,SunTran,2026-07-06,F,55.7,72.0,0.0,77.5,,-51
suntran-343,SunTran,2026-07-06,F,54.6,82.0,0.0,60.0,,-704
suntran-utah,SunTran Utah,2026-07-06,F,58.6,69.2,85.0,22.5,,1669
swan-island-evening-shuttle,Swan Island Evening Shuttle,2026-07-06,C,79.8,90.0,100.0,49.3,,148
taft-area-transit,Taft Area Transit,2026-07-06,F,51.1,74.0,0.0,60.0,,-1648
taft-area-transit-821,Taft Area Transit,2026-07-06,F,51.1,74.0,0.0,60.0,,-1648
tahoe-area-regional-transit-tart-north-lake-tahoe-express,Placer County,2026-07-06,C,75.8,84.0,100.0,45.0,,63
tahoe-area-regional-transit-tart-north-lake-tahoe-express-94,Placer County,2026-07-06,C,75.8,84.0,100.0,45.0,,63
tahoe-transportation-district,Tahoe Transportation District,2026-07-06,D,69.0,77.0,85.0,45.0,,26841
tahoe-transportation-district-897,Tahoe Transportation District,2026-07-06,D,69.0,77.0,85.0,45.0,,26841
tar-river-transit,Tar River Transit,2026-07-06,C,71.7,98.0,43.3,57.7,,26
tar-river-transit-472,Tar River Transit,2026-07-06,C,71.7,98.0,43.3,57.7,,26
tehama-rural-area-express-trax-susanville-indian-rancheria-public-transportation-program,"Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program",2026-07-06,F,51.4,76.0,0.0,58.1,,-66
tehama-rural-area-express-trax-susanville-indian-rancheria-public-transportation-program-116,"Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program",2026-07-06,F,51.4,76.0,0.0,58.1,,-66
teller-senior-coalition-transit-tsc-transit,Teller Senior Coalition Transit (TSC Transit),2026-07-06,B,86.6,98.0,100.0,60.0,,179
teller-senior-coalition-transit-tsc-transit-827,Teller Senior Coalition Transit (TSC Transit),2026-07-06,B,86.6,98.0,100.0,60.0,,179
terre-haute-transit-utility,Terre Haute Transit Utility,2026-07-06,F,52.0,76.0,0.0,59.9,,-370
terre-haute-transit-utility-387,Terre Haute Transit Utility,2026-07-06,F,52.0,76.0,0.0,59.9,,-370
the-comet,The Comet,2026-07-06,F,36.3,38.5,0.0,62.2,,-1578
the-comet-1197,The Comet,2026-07-06,F,36.3,38.5,0.0,62.2,,-1578
the-comet-2209,The Comet,2026-07-06,C,79.4,87.5,90.0,59.6,,54
the-current,The Current,2026-07-06,F,39.5,47.8,0.0,59.4,,-1685
the-current-428,The Current,2026-07-06,F,39.5,47.8,0.0,59.4,,-1685
the-jo,The JO,2026-07-06,F,40.9,77.5,0.0,22.5,,-2593
the-jule,The Jule,2026-07-06,F,41.8,72.0,0.0,32.8,,-2593
the-jule-2083,The Jule,2026-07-06,C,76.0,84.0,100.0,45.6,,451
the-moccasin-express,The Moccasin Express,2026-07-06,B,82.2,90.0,100.0,57.0,,118
the-otter-express,Flex v2 included,2026-07-06,D,63.4,88.0,43.3,45.0,,26
the-rapid,The Rapid,2026-07-06,C,70.4,71.0,91.7,52.5,,55
the-santa-cruzer,The Santa Cruzer,2026-07-06,A,92.0,99.5,100.0,75.0,,63
the-victoria-clipper,The Victoria Clipper,2026-07-06,F,58.1,77.5,0.0,77.5,,-3050
thebus,TheBus,2026-07-06,F,9.5,5.5,0.0,22.6,,-947
thebus-2350,TheBus,2026-07-06,F,40.6,32.0,78.3,22.6,,47
thousand-oaks-transit,Thousand Oaks Transit,2026-07-06,D,68.8,92.0,100.0,55.2,13.9,342
thousand-oaks-transit-33,Thousand Oaks Transit,2026-07-06,D,68.8,92.0,100.0,55.2,13.9,342
thousand-oaks-transit-kanan-shuttle,Thousand Oaks Transit - Kanan Shuttle,2026-07-06,F,56.6,86.5,0.0,60.0,,-92
tompkins-consolidated-area-transit-inc,Tompkins Consolidated Area Transit Inc,2026-07-06,C,74.3,81.0,66.7,52.5,97.5,40
torrance-transit,Torrance Transit,2026-07-06,F,54.3,73.5,0.0,70.9,,-905
town-of-estes-park,Town of Estes Park,2026-07-06,C,72.8,88.0,100.0,29.8,,322
town-of-mountain-village,Town of Mountain Village,2026-07-06,F,51.1,73.2,0.0,60.9,,-1191
town-of-mountain-village-594,Town of Mountain Village,2026-07-06,F,51.1,73.2,0.0,60.9,,-1191
town-of-telluride,Town of Telluride,2026-07-06,F,43.9,66.0,0.0,48.2,,-1193
town-of-telluride-2050,Flex v2 included,2026-07-06,B,81.6,87.8,100.0,58.2,,105
town-of-telluride-603,Town of Telluride,2026-07-06,F,43.9,66.0,0.0,48.2,,-1193
towson-loop,Towson Loop,2026-07-06,C,70.9,95.5,50.0,30.0,100.0,30
transfort,Flex,2026-07-06,B,80.2,94.0,100.0,45.0,,87
transfort-city-of-fort-collins-transfort,Transfort – City of Fort Collins (Transfort),2026-07-06,F,39.9,53.5,0.0,52.8,,-786
transit-authority-of-northern-kentucky-tank,Transit Authority of Northern Kentucky (TANK),2026-07-06,F,30.6,50.0,0.0,52.5,0.0,-918
transit-authority-of-northern-kentucky-tank-2068,Transit Authority of Northern Kentucky (TANK),2026-07-06,C,70.9,67.5,100.0,52.5,,123
transit-authority-of-river-city-tarc,Transit Authority of River City (TARC),2026-07-06,F,16.4,20.0,0.0,37.5,0.0,-394
transit-authority-of-river-city-tarc-2662,Fixed Route,2026-07-06,D,64.2,64.0,43.3,52.5,100.0,26
transit-orange-newburgh-local-transit,Transit Orange / Newburgh Local Transit,2026-07-06,F,55.3,83.2,0.0,60.4,,-903
transportation-management-association-of-chester-county-tmacc,Transportation Management Association of Chester County (TMACC),2026-07-06,C,71.7,83.2,85.0,45.0,,542
tri-delta-transit,Tri Delta Transit,2026-07-06,F,50.2,88.0,0.0,37.5,,-1648
tri-valley-transit,Tri-Valley Transit,2026-07-06,C,78.9,82.0,100.0,57.7,,118
tri-valley-transit-852,Tri-Valley Transit,2026-07-06,C,78.9,82.0,100.0,57.7,,118
trimet-portland-streetcar,"TriMet, Portland Streetcar",2026-07-06,C,70.0,42.2,100.0,85.0,,145
trinity-metro,Trinity Metro,2026-07-06,C,75.1,77.0,100.0,52.5,,82
trinity-transit,Trinity Transit,2026-07-06,F,53.7,80.0,0.0,60.0,,-180
trinity-transit-115,Trinity Transit,2026-07-06,F,53.7,80.0,0.0,60.0,,-180
trinity-transit-2709,Trinity Transit,2026-07-06,B,87.6,88.8,100.0,76.0,,178
tsc-transit,Flex v2 included,2026-07-06,F,55.5,88.0,0.0,54.4,,-5
tulare-county-area-transit-tcat,Tulare County Area Transit (TCAT),2026-07-06,C,73.8,75.0,100.0,51.0,,87
turlock-transit,Turlock Transit,2026-07-06,B,80.6,78.0,100.0,68.7,,177
turlock-transit-619,Turlock Transit,2026-07-06,B,80.6,78.0,100.0,68.7,,177
ucsc-transportation-and-parking-services,UCSC Transportation and Parking Services,2026-07-06,F,50.8,83.0,0.0,46.4,,-184
ulster-county-area-transit,Ulster County Area Transit,2026-07-06,F,53.3,42.0,85.0,43.9,,178
union-city-transit,Union City Transit,2026-07-06,F,51.9,58.0,0.0,84.9,,-1013
union-gap,Union Gap,2026-07-06,B,83.1,90.0,100.0,60.0,,269
union-gap-277,Union Gap,2026-07-06,B,83.1,90.0,100.0,60.0,,269
unitrans,Unitrans (ASUCD / City of Davis),2026-07-06,B,80.8,84.8,100.0,60.0,,78
university-of-california-berkeley-shuttle-bear-transit,University of California Berkeley Shuttle (Bear Transit),2026-07-06,F,45.1,68.0,0.0,49.1,,-1648
university-of-california-berkeley-shuttle-bear-transit-226,University of California Berkeley Shuttle (Bear Transit),2026-07-06,F,45.1,68.0,0.0,49.1,,-1648
university-of-colorado-boulder,University of Colorado Boulder,2026-07-06,C,74.5,88.0,75.0,55.3,,45
university-of-colorado-boulder-181,University of Colorado Boulder,2026-07-06,C,74.5,88.0,75.0,55.3,,45
university-of-iowa-cambus-cambus,University of Iowa - CAMBUS (CAMBUS),2026-07-06,C,75.1,96.0,76.7,44.7,,46
university-of-iowa-cambus-cambus-197,University of Iowa - CAMBUS (CAMBUS),2026-07-06,C,75.1,96.0,76.7,44.7,,46
university-of-michigan-transit-services,University of Michigan Transit Services,2026-07-06,F,48.6,58.0,0.0,74.2,,-1528
university-of-michigan-transit-services-2072,University of Michigan Transit Services,2026-07-06,C,73.5,68.0,78.3,77.4,,47
university-of-montana-udash,University of Montana (UDASH),2026-07-06,F,49.9,74.0,0.0,56.0,,-786
university-of-montana-udash-293,University of Montana (UDASH),2026-07-06,F,49.9,74.0,0.0,56.0,,-786
upper-arkansas-area-council-of-governments,Flex,2026-07-06,F,58.7,88.0,43.3,30.0,,26
upper-merion-rambler,Upper Merion Rambler,2026-07-06,B,81.7,92.0,100.0,52.5,,178
usf-bull-runner,USF Bull Runner,2026-07-06,C,70.2,85.0,85.0,37.5,,1639
uta,UTA,2026-07-06,F,19.6,0.0,0.0,62.6,,-814
uta-2349,UTA,2026-07-06,F,49.8,30.0,66.7,64.1,,40
utah-transit-authority-uta,Utah Transit Authority (UTA),2026-07-06,F,49.8,30.0,66.7,64.1,,40
utrans,UTrans,2026-07-06,F,48.6,76.0,0.0,49.2,,-400
utrans-123,UTrans,2026-07-06,F,48.6,76.0,0.0,49.2,,-400
vail-transit,Vail Transit,2026-07-06,B,80.0,88.0,100.0,52.9,,153
vail-transit-174,Vail Transit,2026-07-06,B,80.0,88.0,100.0,52.9,,153
valley-metro,Valley Metro,2026-07-06,F,46.3,72.2,0.0,47.1,,-3839
valley-metro-1239,Valley Metro,2026-07-06,F,46.3,72.2,0.0,47.1,,-3839
valley-metro-2274,Valley Metro,2026-07-06,F,33.0,0.0,85.0,37.6,,26841
valley-metro-2437,Flex,2026-07-06,C,76.0,98.0,95.0,30.0,,57
valley-metro-vm,Valley Metro (VM),2026-07-06,C,79.9,83.2,100.0,45.0,97.7,111
valley-regional-transit,Valley Regional Transit,2026-07-06,C,78.6,83.5,100.0,37.5,100.0,338
valley-retriever-busline,Valley Retriever Busline,2026-07-06,F,44.5,69.5,0.0,45.0,,-3339
valley-transit-wi,Valley Transit (WI),2026-07-06,F,47.3,63.5,0.0,62.5,,-918
valley-transit-wi-2069,Valley Transit (WI),2026-07-06,D,60.3,61.0,85.0,39.7,,26841
valparaiso-transit,Valparaiso Transit,2026-07-06,B,84.9,94.0,100.0,60.0,,118
valparaiso-transit-620,Valparaiso Transit,2026-07-06,B,84.9,94.0,100.0,60.0,,118
ventura-county-transportation-commission,Ventura County Transportation Commission,2026-07-06,F,45.8,62.0,0.0,59.9,,-325
ventura-county-transportation-commission-3096,Ventura County Transportation Commission,2026-07-06,B,82.4,99.0,100.0,45.0,,1639
ventura-county-transportation-commission-31,Ventura County Transportation Commission,2026-07-06,F,45.8,62.0,0.0,59.9,,-325
verde-lynx,Verde Lynx,2026-07-06,F,51.3,74.5,0.0,60.0,,-3473
verde-lynx-159,Verde Lynx,2026-07-06,F,51.3,74.5,0.0,60.0,,-3473
vermont-translines,Vermont Translines,2026-07-06,D,69.8,92.0,43.3,60.0,,26
vermont-translines-450,Vermont Translines,2026-07-06,D,69.8,92.0,43.3,60.0,,26
via-metropolitan-transit-via,VIA Metropolitan Transit (VIA),2026-07-06,F,12.4,1.0,0.0,38.2,,-792
via-metropolitan-transit-via-2348,VIA Metropolitan Transit (VIA),2026-07-06,F,53.2,59.0,80.0,23.8,,48
via-mobility,Via Mobility,2026-07-06,F,50.0,71.8,0.0,59.4,,-492
via-mobility-180,Via Mobility,2026-07-06,F,50.0,71.8,0.0,59.4,,-492
via-mobility-2395,Via Mobility,2026-07-06,D,65.0,68.8,48.3,44.9,100.0,29
victor-valley-transit-authority-vvta,Victor Valley Transit Authority (VVTA),2026-07-06,F,43.7,71.5,0.0,39.8,,-464
victor-valley-transit-authority-vvta-99,Victor Valley Transit Authority (VVTA),2026-07-06,F,43.7,71.5,0.0,39.8,,-464
village-of-cooperstown-trolly-system,Village of Cooperstown Trolly System,2026-07-06,F,44.7,75.5,0.0,37.5,,-1762
vine-transit,VINE Transit,2026-07-06,B,87.8,89.2,100.0,76.0,,117
vineyard-fast-ferry,Vineyard Fast Ferry,2026-07-06,C,76.5,85.5,100.0,45.0,,98
vineyard-fast-ferry-419,Vineyard Fast Ferry,2026-07-06,C,76.5,85.5,100.0,45.0,,98
virginia-breeze,Virginia Breeze,2026-07-06,F,40.4,61.5,0.0,43.1,,-1466
virginia-railway-express-vre,Virginia Railway Express (VRE),2026-07-06,F,28.3,54.0,0.0,37.5,0.0,-584
virginia-regional-transit,Virginia Regional Transit,2026-07-06,B,83.2,91.8,100.0,57.7,,117
virginia-regional-transit-2445,Flex,2026-07-06,C,77.4,81.8,95.0,57.3,,57
virginia-regional-transit-621,Virginia Regional Transit,2026-07-06,B,83.2,91.8,100.0,57.7,,117
votran,Votran,2026-07-06,F,39.2,37.2,0.0,38.0,83.3,-1633
vtrans,Springfield MicroMoo,2026-07-06,D,62.8,43.8,100.0,59.5,,87
wahkiakum-ferry,Wahkiakum Ferry,2026-07-06,F,48.5,68.0,0.0,60.0,,-978
wahkiakum-ferry-2193,Wahkiakum Ferry,2026-07-06,B,83.1,90.0,100.0,60.0,,148
wahkiakum-ferry-604,Wahkiakum Ferry,2026-07-06,F,48.5,68.0,0.0,60.0,,-978
wahkiakum-on-the-move,Wahkiakum on the Move,2026-07-06,B,81.8,89.2,100.0,56.9,,117
wahkiakum-on-the-move-249,Wahkiakum on the Move,2026-07-06,B,81.8,89.2,100.0,56.9,,117
wallowa-community-connection-wcc-northeast-oregon-public-transit,"Wallowa Community Connection (WCC), Northeast Oregon Public Transit",2026-07-06,B,80.1,90.0,100.0,50.3,,148
washington-county-transit,Washington County Transit,2026-07-06,F,29.4,51.0,0.0,22.8,,-1740
washington-county-transit-2286,Washington County Transit,2026-07-06,C,78.3,90.0,100.0,44.7,,179
washington-metropolitan-area-transit-authority-wmata,Bus,2026-07-06,F,39.9,59.0,0.0,45.0,,-562
washington-metropolitan-area-transit-authority-wmata-1847,Rail,2026-07-06,F,26.7,27.0,0.0,47.7,,-633
washington-park-shuttle,Washington Park Shuttle,2026-07-06,F,59.8,100.0,53.3,30.0,33.3,32
washington-state-department-of-transportation-wsdot-apple-line,Washington State Department of Transportation (WSDOT Apple Line),2026-07-06,C,70.1,65.5,100.0,52.5,,178
washington-state-ferries,Washington State Ferries,2026-07-06,F,52.8,66.0,30.0,52.5,,27
washington-state-ferries-1331,Washington State Ferries,2026-07-06,F,39.0,41.2,18.3,52.5,,20
water-avenue-shuttle,Water Avenue Shuttle,2026-07-06,F,41.5,73.5,0.0,30.0,,-2243
watertown-citibus,Watertown Citibus,2026-07-06,F,45.7,76.5,0.0,39.2,,-187
watertown-citibus-2881,Watertown Citibus,2026-07-06,D,63.7,95.5,50.0,30.0,,30
waukesha-metro-transit,Waukesha Metro Transit,2026-07-06,F,51.6,76.0,0.0,58.7,,-400
waukesha-metro-transit-396,Waukesha Metro Transit,2026-07-06,F,51.6,76.0,0.0,58.7,,-400
wave-transit,fixed route,2026-07-06,C,72.6,82.0,100.0,37.5,,178
wave-transit-1861,fixed route,2026-07-06,F,44.1,74.0,0.0,37.5,,-1224
wave-transit-1862,UNCW Seahawk Shuttle,2026-07-06,F,50.3,77.5,0.0,52.5,,-1154
wave-transit-2026,UNCW Seahawk Shuttle,2026-07-06,F,48.2,83.5,0.0,37.5,,-424
west-berkeley-shuttle,West Berkeley Shuttle,2026-07-06,F,47.3,70.0,0.0,53.3,,-1648
west-berkeley-shuttle-622,West Berkeley Shuttle,2026-07-06,F,47.3,70.0,0.0,53.3,,-1648
westcat,WestCAT,2026-07-06,C,77.4,80.8,93.3,59.9,,56
westcat-78,WestCAT,2026-07-06,C,77.4,80.8,93.3,59.9,,56
westchester-county-bee-line-system-wcdot,Westchester County Bee-Line System (WCDOT),2026-07-06,D,62.5,51.0,100.0,48.5,,71
westchester-county-bee-line-system-wcdot-2353,Westchester County Bee-Line System (WCDOT),2026-07-06,F,30.4,53.2,0.0,22.8,,-309
western-reserve-transit-authority,Western Reserve Transit Authority,2026-07-06,F,16.9,22.5,0.0,22.5,,-2039
whatcom-transportation-authority,Whatcom Transportation Authority,2026-07-06,A,94.2,92.0,100.0,92.5,,75
wheatland-ferry,Wheatland Ferry,2026-07-06,B,82.2,88.0,100.0,60.0,,117
whitehorse-transit,Whitehorse Transit (Yukon),2026-07-06,F,58.7,69.5,85.0,22.5,,8943
wichita-transit,Wichita Transit,2026-07-06,F,11.7,0.0,0.0,37.5,,-1053
williamsburg-area-transit-authority,Williamsburg Area Transit Authority,2026-07-06,F,43.0,55.2,0.0,60.4,,-1102
williamsburg-area-transit-authority-2438,Flex,2026-07-06,C,78.5,90.0,100.0,45.1,,118
williamsburg-area-transit-authority-2649,Williamsburg Area Transit Authority,2026-07-06,F,58.6,87.5,36.7,35.6,,31
williamsburg-area-transit-authority-901,Williamsburg Area Transit Authority,2026-07-06,F,43.0,55.2,0.0,60.4,,-1102
williamsburg-area-transit-authority-wata,Williamsburg Area Transit Authority (WATA),2026-07-06,F,35.1,37.2,0.0,60.1,,-1102
winter-park-transit,Winter Park Transit,2026-07-06,C,77.0,84.0,100.0,48.8,,131
winter-park-transit-175,Winter Park Transit,2026-07-06,C,77.0,84.0,100.0,48.8,,131
wintran,WinTran,2026-07-06,D,60.8,82.0,43.3,45.0,,26
wintran-608,WinTran,2026-07-06,D,60.8,82.0,43.3,45.0,,26
woodburn-transit-service-wts,Woodburn Transit Service (WTS),2026-07-06,B,85.2,100.0,93.3,58.1,,56
worcester-regional-transit-authority-wrta,Worcester Regional Transit Authority (WRTA),2026-07-06,F,56.0,75.5,45.0,37.5,,36
worcester-regional-transit-authority-wrta-432,Worcester Regional Transit Authority (WRTA),2026-07-06,F,56.0,75.5,45.0,37.5,,36
xpress,Xpress,2026-07-06,F,56.7,76.0,0.0,75.0,,-1102
xpress-1118,Xpress,2026-07-06,F,56.7,76.0,0.0,75.0,,-1102
xpress-2355,Xpress,2026-07-04,F,26.2,60.0,0.0,0.0,,
yakima-transit,Yakima Transit,2026-07-06,F,28.4,9.2,85.0,10.0,,3465
yamhill-county-transit-area,Yamhill County Transit Area,2026-07-06,B,81.7,92.0,100.0,52.5,,543
yankee-line,Yankee Line,2026-07-06,B,87.5,100.0,100.0,60.0,,87
yankee-line-443,Yankee Line,2026-07-06,B,87.5,100.0,100.0,60.0,,87
yates-transit-service,Yates Transit Service,2026-07-06,F,34.7,61.5,0.0,25.0,,-187
yolo-county-transportation-district-yolobus,Yolo County Transportation District (Yolobus),2026-07-06,F,55.4,82.0,0.0,62.4,,-155
yolobus,Yolobus (Yolo County Transportation District),2026-07-06,B,82.5,90.0,85.0,62.4,92.2,63
yosemite-area-regional-transportation-system-yarts,Yosemite Area Regional Transportation System (YARTS),2026-07-06,F,53.7,80.0,0.0,60.0,,-279
yosemite-area-regional-transportation-system-yarts-2394,Yosemite Area Regional Transportation System (YARTS),2026-07-06,F,47.5,65.8,0.0,60.0,,-46
yosemite-area-regional-transportation-system-yarts-88,Yosemite Area Regional Transportation System (YARTS),2026-07-06,F,53.7,80.0,0.0,60.0,,-279
yuba-sutter-transit,Yuba-Sutter Transit,2026-07-06,C,79.3,82.0,100.0,59.1,,178
yuba-sutter-transit-79,Yuba-Sutter Transit,2026-07-06,C,79.3,82.0,100.0,59.1,,178
yuma-county-intergovernmental-public-transportation-authority-ycipta,Yuma County Intergovernmental Public Transportation Authority (YCIPTA),2026-07-06,D,69.3,83.0,85.0,37.5,,179
